com_insee,com_nom,reg_nom,dep_nom,latitude_mairie,longitude_mairie,score_de_ville
21665,Vernois-lès-Vesvres,Bourgogne-Franche-Comté,Côte-d'Or,47.653,5.15,0.3083037354479763
21624,Tellecey,Bourgogne-Franche-Comté,Côte-d'Or,47.29,5.299,0.3190353104531022
21543,Saint-Broing-les-Moines,Bourgogne-Franche-Comté,Côte-d'Or,47.701,4.842,0.3261899445936443
21362,Maconge,Bourgogne-Franche-Comté,Côte-d'Or,47.226,4.578,0.3353031332267955
21613,Soussey-sur-Brionne,Bourgogne-Franche-Comté,Côte-d'Or,47.327,4.534,0.3371145774509881
21384,Marey-lès-Fussey,Bourgogne-Franche-Comté,Côte-d'Or,47.122,4.862,0.3459404654453047
21528,La Roche-Vanneau,Bourgogne-Franche-Comté,Côte-d'Or,47.471,4.529,0.3184213968886233
21494,Poncey-sur-l'Ignon,Bourgogne-Franche-Comté,Côte-d'Or,47.49,4.752,0.307146393471074
21160,Chaume-lès-Baigneux,Bourgogne-Franche-Comté,Côte-d'Or,47.632,4.574,0.333753985784661
21514,Quemigny-sur-Seine,Bourgogne-Franche-Comté,Côte-d'Or,47.656,4.659,0.3099647386924907
21431,Montigny-sur-Armançon,Bourgogne-Franche-Comté,Côte-d'Or,47.44,4.374,0.3225448231018014
21167,Cheuge,Bourgogne-Franche-Comté,Côte-d'Or,47.39,5.381,0.304831862610431
21430,Montigny-Saint-Barthélemy,Bourgogne-Franche-Comté,Côte-d'Or,47.42,4.262,0.3133616908240093
21281,Fontenelle,Bourgogne-Franche-Comté,Côte-d'Or,47.503,5.362,0.3053523572587096
21275,Foncegrive,Bourgogne-Franche-Comté,Côte-d'Or,47.617,5.142,0.3180197463004484
21669,Verrey-sous-Drée,Bourgogne-Franche-Comté,Côte-d'Or,47.368,4.688,0.3225200337034171
21035,Auvillars-sur-Saône,Bourgogne-Franche-Comté,Côte-d'Or,47.059,5.108,0.3181223183622064
21007,Aisy-sous-Thil,Bourgogne-Franche-Comté,Côte-d'Or,47.394,4.279,0.3132348083816251
21700,Villers-Patras,Bourgogne-Franche-Comté,Côte-d'Or,47.934,4.547,0.3200607470768141
21252,Étais,Bourgogne-Franche-Comté,Côte-d'Or,47.701,4.44,0.3304691965357536
21539,Saint-Anthot,Bourgogne-Franche-Comté,Côte-d'Or,47.321,4.644,0.3375888602942395
21580,Salmaise,Bourgogne-Franche-Comté,Côte-d'Or,47.455,4.676,0.32036544962734
21145,Charigny,Bourgogne-Franche-Comté,Côte-d'Or,47.434,4.421,0.3134345777060283
21498,Posanges,Bourgogne-Franche-Comté,Côte-d'Or,47.422,4.525,0.3302434597744674
21649,Uncey-le-Franc,Bourgogne-Franche-Comté,Côte-d'Or,47.344,4.575,0.3281227423825221
21217,Curley,Bourgogne-Franche-Comté,Côte-d'Or,47.204,4.911,0.3231392518729066
21459,Noiron-sur-Bèze,Bourgogne-Franche-Comté,Côte-d'Or,47.439,5.299,0.3208466916123808
21630,Thoisy-le-Désert,Bourgogne-Franche-Comté,Côte-d'Or,47.25,4.521,0.3243950918907923
21454,Nicey,Bourgogne-Franche-Comté,Côte-d'Or,47.866,4.294,0.3314872984295229
21445,La Motte-Ternant,Bourgogne-Franche-Comté,Côte-d'Or,47.317,4.327,0.3280959708180585
21074,Billey,Bourgogne-Franche-Comté,Côte-d'Or,47.142,5.42,0.34060596967989
21422,Molphey,Bourgogne-Franche-Comté,Côte-d'Or,47.336,4.207,0.3273631430825674
21215,Cuiserey,Bourgogne-Franche-Comté,Côte-d'Or,47.371,5.318,0.3296004000374293
21195,Cormot-Vauchignon,Bourgogne-Franche-Comté,Côte-d'Or,46.976,4.641,0.3168494626530475
21069,Beurizot,Bourgogne-Franche-Comté,Côte-d'Or,47.356,4.496,0.326103275678978
21045,Barbirey-sur-Ouche,Bourgogne-Franche-Comté,Côte-d'Or,47.252,4.74,0.308140702706323
21092,Bouilland,Bourgogne-Franche-Comté,Côte-d'Or,47.135,4.771,0.310021350016771
21142,Chanceaux,Bourgogne-Franche-Comté,Côte-d'Or,47.525,4.74,0.3276502836831389
21157,Chaugey,Bourgogne-Franche-Comté,Côte-d'Or,47.746,4.95,0.3086895697809746
21380,Marcigny-sous-Thil,Bourgogne-Franche-Comté,Côte-d'Or,47.391,4.384,0.3146859427858582
21055,Beaunotte,Bourgogne-Franche-Comté,Côte-d'Or,47.681,4.716,0.3265245158130762
21410,Meulson,Bourgogne-Franche-Comté,Côte-d'Or,47.692,4.702,0.3387286971603676
21705,Villotte-Saint-Seine,Bourgogne-Franche-Comté,Côte-d'Or,47.43,4.713,0.3240257546526373
21286,Frénois,Bourgogne-Franche-Comté,Côte-d'Or,47.521,4.891,0.2988140715073887
21192,Corcelles-les-Monts,Bourgogne-Franche-Comté,Côte-d'Or,47.304,4.942,0.3124242808791478
21616,Tailly,Bourgogne-Franche-Comté,Côte-d'Or,46.966,4.817,0.3318191887907182
21032,Aubigny-la-Ronce,Bourgogne-Franche-Comté,Côte-d'Or,46.988,4.596,0.3121107413259005
21036,Auxant,Bourgogne-Franche-Comté,Côte-d'Or,47.13,4.619,0.3277294984858634
21218,Curtil-Saint-Seine,Bourgogne-Franche-Comté,Côte-d'Or,47.461,4.929,0.3022729809309778
21593,Savilly,Bourgogne-Franche-Comté,Côte-d'Or,47.122,4.278,0.322749040720683
21596,Savouges,Bourgogne-Franche-Comté,Côte-d'Or,47.181,5.058,0.3044856360267729
21272,Le Val-Larrey,Bourgogne-Franche-Comté,Côte-d'Or,47.441,4.337,0.3269377762877198
21314,Hauteroche,Bourgogne-Franche-Comté,Côte-d'Or,47.488,4.571,0.3248699427454833
21095,Bousselange,Bourgogne-Franche-Comté,Côte-d'Or,46.994,5.253,0.3335949863276387
21279,Fontaines-les-Sèches,Bourgogne-Franche-Comté,Côte-d'Or,47.784,4.359,0.3338454840142296
21136,Champagny,Bourgogne-Franche-Comté,Côte-d'Or,47.462,4.768,0.3281780899045116
21491,Poiseul-lès-Saulx,Bourgogne-Franche-Comté,Côte-d'Or,47.578,4.982,0.3149178570608586
21148,Charrey-sur-Saône,Bourgogne-Franche-Comté,Côte-d'Or,47.099,5.154,0.32091993691332
21708,Villy-le-Moutier,Bourgogne-Franche-Comté,Côte-d'Or,47.039,4.987,0.3080368852430822
21437,Montmançon,Bourgogne-Franche-Comté,Côte-d'Or,47.355,5.375,0.3200346837128873
21014,Antheuil,Bourgogne-Franche-Comté,Côte-d'Or,47.176,4.749,0.3038029954484932
21302,Gomméville,Bourgogne-Franche-Comté,Côte-d'Or,47.957,4.484,0.3218285895756668
21212,Crépand,Bourgogne-Franche-Comté,Côte-d'Or,47.607,4.31,0.3459420631982751
21259,Fain-lès-Montbard,Bourgogne-Franche-Comté,Côte-d'Or,47.618,4.404,0.3386205788460584
21484,Planay,Bourgogne-Franche-Comté,Côte-d'Or,47.737,4.375,0.3265504274561775
21159,La Chaume,Bourgogne-Franche-Comté,Côte-d'Or,47.881,4.823,0.3246799937312905
21299,Gissey-sous-Flavigny,Bourgogne-Franche-Comté,Côte-d'Or,47.518,4.586,0.3177066889672691
21402,Menesble,Bourgogne-Franche-Comté,Côte-d'Or,47.779,4.902,0.3048810947328538
